sample,x,y_orig_r,y_orig_i,y_filt_r,y_filt_i
869,  8.6900, -0.3052,  0.0000,  0.5549,  0.0000
870,  8.7000,  0.2165,  0.0000,  1.0513,  0.0000
871,  8.7100, -0.1495,  0.0000,  0.6585,  0.0000
872,  8.7200, -1.0982,  0.0000, -0.2959,  0.0000
873,  8.7300, -1.7235,  0.0000, -0.9024,  0.0000
874,  8.7400, -1.3744,  0.0000, -0.5307,  0.0000
875,  8.7500, -0.3450,  0.0000,  0.4991,  0.0000
876,  8.7600,  0.3536,  0.0000,  1.1715,  0.0000
877,  8.7700, -0.0023,  0.0000,  0.7849,  0.0000
878,  8.7800, -1.0758,  0.0000, -0.2963,  0.0000
879,  8.7900, -1.7762,  0.0000, -0.9767,  0.0000
880,  8.8000, -1.3770,  0.0000, -0.5535,  0.0000
881,  8.8100, -0.2799,  0.0000,  0.5437,  0.0000
882,  8.8200,  0.3976,  0.0000,  1.1940,  0.0000
883,  8.8300, -0.0185,  0.0000,  0.7474,  0.0000
884,  8.8400, -1.0768,  0.0000, -0.3177,  0.0000
885,  8.8500, -1.6941,  0.0000, -0.9156,  0.0000
886,  8.8600, -1.2715,  0.0000, -0.4712,  0.0000
887,  8.8700, -0.2662,  0.0000,  0.5331,  0.0000
888,  8.8800,  0.3186,  0.0000,  1.0924,  0.0000
889,  8.8900, -0.0565,  0.0000,  0.6893,  0.0000
890,  8.9000, -0.9806,  0.0000, -0.2418,  0.0000
891,  8.9100, -1.5443,  0.0000, -0.7893,  0.0000
892,  8.9200, -1.2225,  0.0000, -0.4481,  0.0000
893,  8.9300, -0.3417,  0.0000,  0.4330,  0.0000
894,  8.9400,  0.2574,  0.0000,  1.0094,  0.0000
895,  8.9500,  0.0102,  0.0000,  0.7347,  0.0000
896,  8.9600, -0.8477,  0.0000, -0.1325,  0.0000
897,  8.9700, -1.4897,  0.0000, -0.7605,  0.0000
898,  8.9800, -1.2713,  0.0000, -0.5220,  0.0000
899,  8.9900, -0.3702,  0.0000,  0.3813,  0.0000
900,  9.0000,  0.3383,  0.0000,  1.0670,  0.0000
901,  9.0100,  0.1219,  0.0000,  0.8210,  0.0000
902,  9.0200, -0.8383,  0.0000, -0.1498,  0.0000
903,  9.0300, -1.5687,  0.0000, -0.8642,  0.0000
904,  9.0400, -1.2801,  0.0000, -0.5534,  0.0000
905,  9.0500, -0.2284,  0.0000,  0.4992,  0.0000
906,  9.0600,  0.4979,  0.0000,  1.1989,  0.0000
907,  9.0700,  0.1143,  0.0000,  0.7840,  0.0000
908,  9.0800, -0.9916,  0.0000, -0.3289,  0.0000
909,  9.0900, -1.6388,  0.0000, -0.9560,  0.0000
910,  9.1000, -1.1192,  0.0000, -0.4148,  0.0000
911,  9.1100,  0.0220,  0.0000,  0.7216,  0.0000
912,  9.1200,  0.5658,  0.0000,  1.2346,  0.0000
913,  9.1300, -0.0602,  0.0000,  0.5801,  0.0000
914,  9.1400, -1.1669,  0.0000, -0.5274,  0.0000
915,  9.1500, -1.5626,  0.0000, -0.9007,  0.0000
916,  9.1600, -0.8399,  0.0000, -0.1614,  0.0000
917,  9.1700,  0.2125,  0.0000,  0.8798,  0.0000
918,  9.1800,  0.4853,  0.0000,  1.1211,  0.0000
919,  9.1900, -0.2725,  0.0000,  0.3404,  0.0000
920,  9.2000, -1.2284,  0.0000, -0.6113,  0.0000
921,  9.2100, -1.3808,  0.0000, -0.7424,  0.0000
922,  9.2200, -0.5985,  0.0000,  0.0507,  0.0000
923,  9.2300,  0.2869,  0.0000,  0.9210,  0.0000
924,  9.2400,  0.3725,  0.0000,  0.9767,  0.0000
925,  9.2500, -0.3998,  0.0000,  0.1861,  0.0000
926,  9.2600, -1.2157,  0.0000, -0.6229,  0.0000
927,  9.2700, -1.2345,  0.0000, -0.6222,  0.0000
928,  9.2800, -0.4380,  0.0000,  0.1813,  0.0000
929,  9.2900,  0.3583,  0.0000,  0.9597,  0.0000
930,  9.3000,  0.3334,  0.0000,  0.9055,  0.0000
931,  9.3100, -0.4943,  0.0000,  0.0625,  0.0000
932,  9.3200, -1.2641,  0.0000, -0.6973,  0.0000
933,  9.3300, -1.1478,  0.0000, -0.5612,  0.0000
934,  9.3400, -0.2335,  0.0000,  0.3563,  0.0000
935,  9.3500,  0.5233,  0.0000,  1.0904,  0.0000
936,  9.3600,  0.2945,  0.0000,  0.8314,  0.0000
937,  9.3700, -0.7016,  0.0000, -0.1750,  0.0000
938,  9.3800, -1.3842,  0.0000, -0.8417,  0.0000
939,  9.3900, -0.9727,  0.0000, -0.4104,  0.0000
940,  9.4000,  0.1186,  0.0000,  0.6766,  0.0000
941,  9.4100,  0.6901,  0.0000,  1.2184,  0.0000
942,  9.4200,  0.0863,  0.0000,  0.5863,  0.0000
943,  9.4300, -1.0342,  0.0000, -0.5351,  0.0000
944,  9.4400, -1.4045,  0.0000, -0.8831,  0.0000
945,  9.4500, -0.5817,  0.0000, -0.0457,  0.0000
946,  9.4600,  0.5226,  0.0000,  1.0429,  0.0000
947,  9.4700,  0.6602,  0.0000,  1.1462,  0.0000
948,  9.4800, -0.3261,  0.0000,  0.1396,  0.0000
949,  9.4900, -1.3097,  0.0000, -0.8331,  0.0000
950,  9.5000, -1.1637,  0.0000, -0.6636,  0.0000
951,  9.5100, -0.0523,  0.0000,  0.4511,  0.0000
952,  9.5200,  0.7602,  0.0000,  1.2372,  0.0000
953,  9.5300,  0.3617,  0.0000,  0.8066,  0.0000
954,  9.5400, -0.7717,  0.0000, -0.3343,  0.0000
955,  9.5500, -1.3376,  0.0000, -0.8810,  0.0000
956,  9.5600, -0.7011,  0.0000, -0.2271,  0.0000
957,  9.5700,  0.3998,  0.0000,  0.8637,  0.0000
958,  9.5800,  0.7212,  0.0000,  1.1534,  0.0000
959,  9.5900, -0.0712,  0.0000,  0.3376,  0.0000
960,  9.6000, -1.0517,  0.0000, -0.6381,  0.0000
961,  9.6100, -1.1103,  0.0000, -0.6761,  0.0000
962,  9.6200, -0.2001,  0.0000,  0.2410,  0.0000
963,  9.6300,  0.6429,  0.0000,  1.0634,  0.0000
964,  9.6400,  0.4865,  0.0000,  0.8766,  0.0000
965,  9.6500, -0.4633,  0.0000, -0.0857,  0.0000
966,  9.6600, -1.1227,  0.0000, -0.7322,  0.0000
967,  9.6700, -0.7550,  0.0000, -0.3476,  0.0000
968,  9.6800,  0.2186,  0.0000,  0.6218,  0.0000
969,  9.6900,  0.7080,  0.0000,  1.0843,  0.0000
970,  9.7000,  0.1760,  0.0000,  0.5271,  0.0000
971,  9.7100, -0.7665,  0.0000, -0.4172,  0.0000
972,  9.7200, -1.0490,  0.0000, -0.6825,  0.0000
973,  9.7300, -0.3429,  0.0000,  0.0339,  0.0000
974,  9.7400,  0.5624,  0.0000,  0.9241,  0.0000
975,  9.7500,  0.6419,  0.0000,  0.9738,  0.0000
976,  9.7600, -0.2000,  0.0000,  0.1148,  0.0000
977,  9.7700, -1.0005,  0.0000, -0.6769,  0.0000
978,  9.7800, -0.8235,  0.0000, -0.4817,  0.0000
979,  9.7900,  0.1534,  0.0000,  0.4950,  0.0000
980,  9.8000,  0.8126,  0.0000,  1.1287,  0.0000
981,  9.8100,  0.3779,  0.0000,  0.6659,  0.0000
982,  9.8200, -0.6579,  0.0000, -0.3745,  0.0000
983,  9.8300, -1.0742,  0.0000, -0.7728,  0.0000
984,  9.8400, -0.3511,  0.0000, -0.0370,  0.0000
985,  9.8500,  0.6842,  0.0000,  0.9834,  0.0000
986,  9.8600,  0.8051,  0.0000,  1.0720,  0.0000
987,  9.8700, -0.1495,  0.0000,  0.0990,  0.0000
988,  9.8800, -1.0457,  0.0000, -0.7864,  0.0000
989,  9.8900, -0.7897,  0.0000, -0.5100,  0.0000
990,  9.9000,  0.3407,  0.0000,  0.6186,  0.0000
991,  9.9100,  0.9964,  0.0000,  1.2451,  0.0000
992,  9.9200,  0.3768,  0.0000,  0.5966,  0.0000
993,  9.9300, -0.7764,  0.0000, -0.5572,  0.0000
994,  9.9400, -1.0539,  0.0000, -0.8132,  0.0000
995,  9.9500, -0.0952,  0.0000,  0.1558,  0.0000
996,  9.9600,  0.9473,  0.0000,  1.1774,  0.0000
997,  9.9700,  0.8019,  0.0000,  0.9978,  0.0000
998,  9.9800, -0.3567,  0.0000, -0.1738,  0.0000
999,  9.9900, -1.1028,  0.0000, -0.9029,  0.0000
1000, 10.0000, -0.5062,  0.0000, -0.2876,  0.0000
1001, 10.0100,  0.7121,  0.0000,  0.9207,  0.0000
1002, 10.0200,  1.0579,  0.0000,  1.2327,  0.0000
1003, 10.0300,  0.1093,  0.0000,  0.2607,  0.0000
1004, 10.0400, -0.9543,  0.0000, -0.7945,  0.0000
1005, 10.0500, -0.8086,  0.0000, -0.6265,  0.0000
1006, 10.0600,  0.3724,  0.0000,  0.5555,  0.0000
1007, 10.0700,  1.1300,  0.0000,  1.2843,  0.0000
1008, 10.0800,  0.5337,  0.0000,  0.6574,  0.0000
1009, 10.0900, -0.6628,  0.0000, -0.5408,  0.0000
1010, 10.1000, -0.9620,  0.0000, -0.8187,  0.0000
1011, 10.1100,  0.0102,  0.0000,  0.1638,  0.0000
1012, 10.1200,  1.0435,  0.0000,  1.1761,  0.0000
1013, 10.1300,  0.8590,  0.0000,  0.9580,  0.0000
1014, 10.1400, -0.2957,  0.0000, -0.2085,  0.0000
1015, 10.1500, -0.9646,  0.0000, -0.8606,  0.0000
1016, 10.1600, -0.3101,  0.0000, -0.1896,  0.0000
1017, 10.1700,  0.8456,  0.0000,  0.9541,  0.0000
1018, 10.1800,  1.0611,  0.0000,  1.1368,  0.0000
1019, 10.1900,  0.0847,  0.0000,  0.1403,  0.0000
1020, 10.2000, -0.8411,  0.0000, -0.7755,  0.0000
1021, 10.2100, -0.5493,  0.0000, -0.4642,  0.0000
1022, 10.2200,  0.5887,  0.0000,  0.6705,  0.0000
1023, 10.2300,  1.1431,  0.0000,  1.1956,  0.0000
